Directive,File,Line Number,Description
#ifndef BLYNK_INFO_CONNECTION,src/BlynkSimpleRedBearLab_BLE_Nano.h,14,Conditional compilation - evaluates compile-time expression - ndef BLYNK_INFO_CONNECTION
"#define BLYNK_INFO_CONNECTION ""RBL_BLE_Nano""",src/BlynkSimpleRedBearLab_BLE_Nano.h,15,Defines a macro or constant (BLYNK_INFO_CONNECTION)
#endif,src/BlynkSimpleRedBearLab_BLE_Nano.h,16,Ends conditional compilation block
#define BLYNK_SEND_ATOMIC,src/BlynkSimpleRedBearLab_BLE_Nano.h,18,Defines a macro or constant (BLYNK_SEND_ATOMIC)
#define BLYNK_SEND_CHUNK 20,src/BlynkSimpleRedBearLab_BLE_Nano.h,19,Defines a macro or constant (BLYNK_SEND_CHUNK)
#define BLYNK_SEND_THROTTLE 20,src/BlynkSimpleRedBearLab_BLE_Nano.h,20,Defines a macro or constant (BLYNK_SEND_THROTTLE)
#include <BlynkApiArduino.h>,src/BlynkSimpleRedBearLab_BLE_Nano.h,22,Includes the contents of a file (BlynkApiArduino.h)
#include <Blynk/BlynkProtocol.h>,src/BlynkSimpleRedBearLab_BLE_Nano.h,23,Includes the contents of a file (Blynk/BlynkProtocol.h)
#include <utility/BlynkFifo.h>,src/BlynkSimpleRedBearLab_BLE_Nano.h,24,Includes the contents of a file (utility/BlynkFifo.h)
#include <BLE_API.h>,src/BlynkSimpleRedBearLab_BLE_Nano.h,25,Includes the contents of a file (BLE_API.h)
#define TXRX_BUF_LEN 20,src/BlynkSimpleRedBearLab_BLE_Nano.h,36,Defines a macro or constant (TXRX_BUF_LEN)
#if !defined(NO_GLOBAL_INSTANCES) && !defined(NO_GLOBAL_BLYNK),src/BlynkSimpleRedBearLab_BLE_Nano.h,171,Conditional compilation - evaluates compile-time expression - !defined(NO_GLOBAL_INSTANCES) && !defined(NO_GLOBAL_BLYNK)
#else,src/BlynkSimpleRedBearLab_BLE_Nano.h,174,Else clause for conditional compilation
#endif,src/BlynkSimpleRedBearLab_BLE_Nano.h,176,Ends conditional compilation block
#include <BlynkWidgets.h>,src/BlynkSimpleRedBearLab_BLE_Nano.h,193,Includes the contents of a file (BlynkWidgets.h)
#endif,src/BlynkSimpleRedBearLab_BLE_Nano.h,195,Ends conditional compilation block
#ifndef BlynkSimpleRedBear_Duo_h,src/BlynkSimpleRedBear_Duo.h,11,Conditional compilation - evaluates compile-time expression - ndef BlynkSimpleRedBear_Duo_h
#define BlynkSimpleRedBear_Duo_h,src/BlynkSimpleRedBear_Duo.h,12,Defines a macro or constant (BlynkSimpleRedBear_Duo_h)
"#include ""BlynkParticle.h""",src/BlynkSimpleRedBear_Duo.h,14,Includes the contents of a file (BlynkParticle.h)
#if !defined(NO_GLOBAL_INSTANCES) && !defined(NO_GLOBAL_BLYNK),src/BlynkSimpleRedBear_Duo.h,16,Conditional compilation - evaluates compile-time expression - !defined(NO_GLOBAL_INSTANCES) && !defined(NO_GLOBAL_BLYNK)
#else,src/BlynkSimpleRedBear_Duo.h,19,Else clause for conditional compilation
#endif,src/BlynkSimpleRedBear_Duo.h,21,Ends conditional compilation block
"#include ""BlynkWidgets.h""",src/BlynkSimpleRedBear_Duo.h,23,Includes the contents of a file (BlynkWidgets.h)
#endif,src/BlynkSimpleRedBear_Duo.h,25,Ends conditional compilation block
#ifndef BlynkSimpleRedBear_Duo_BLE_h,src/BlynkSimpleRedBear_Duo_BLE.h,11,Conditional compilation - evaluates compile-time expression - ndef BlynkSimpleRedBear_Duo_BLE_h
#define BlynkSimpleRedBear_Duo_BLE_h,src/BlynkSimpleRedBear_Duo_BLE.h,12,Defines a macro or constant (BlynkSimpleRedBear_Duo_BLE_h)
#ifndef BLYNK_INFO_CONNECTION,src/BlynkSimpleRedBear_Duo_BLE.h,14,Conditional compilation - evaluates compile-time expression - ndef BLYNK_INFO_CONNECTION
"#define BLYNK_INFO_CONNECTION ""RB_Duo_BLE""",src/BlynkSimpleRedBear_Duo_BLE.h,15,Defines a macro or constant (BLYNK_INFO_CONNECTION)
#endif,src/BlynkSimpleRedBear_Duo_BLE.h,16,Ends conditional compilation block
#define BLYNK_SEND_ATOMIC,src/BlynkSimpleRedBear_Duo_BLE.h,18,Defines a macro or constant (BLYNK_SEND_ATOMIC)
#define BLYNK_SEND_CHUNK 20,src/BlynkSimpleRedBear_Duo_BLE.h,19,Defines a macro or constant (BLYNK_SEND_CHUNK)
#include <BlynkApiArduino.h>,src/BlynkSimpleRedBear_Duo_BLE.h,22,Includes the contents of a file (BlynkApiArduino.h)
#include <Blynk/BlynkProtocol.h>,src/BlynkSimpleRedBear_Duo_BLE.h,23,Includes the contents of a file (Blynk/BlynkProtocol.h)
#include <utility/BlynkFifo.h>,src/BlynkSimpleRedBear_Duo_BLE.h,24,Includes the contents of a file (utility/BlynkFifo.h)
#define MIN_CONN_INTERVAL          0x0028 // 50ms.,src/BlynkSimpleRedBear_Duo_BLE.h,34,Defines a macro or constant (MIN_CONN_INTERVAL)
#define MAX_CONN_INTERVAL          0x0190 // 500ms.,src/BlynkSimpleRedBear_Duo_BLE.h,35,Defines a macro or constant (MAX_CONN_INTERVAL)
#define SLAVE_LATENCY              0x0000 // No slave latency.,src/BlynkSimpleRedBear_Duo_BLE.h,36,Defines a macro or constant (SLAVE_LATENCY)
#define CONN_SUPERVISION_TIMEOUT   0x03E8 // 10s.,src/BlynkSimpleRedBear_Duo_BLE.h,37,Defines a macro or constant (CONN_SUPERVISION_TIMEOUT)
#define BLE_PERIPHERAL_APPEARANCE  BLE_APPEARANCE_UNKNOWN,src/BlynkSimpleRedBear_Duo_BLE.h,40,Defines a macro or constant (BLE_PERIPHERAL_APPEARANCE)
"#define BLE_DEVICE_NAME            ""Blynk""",src/BlynkSimpleRedBear_Duo_BLE.h,42,Defines a macro or constant (BLE_DEVICE_NAME)
#define CHARACTERISTIC1_MAX_LEN    20,src/BlynkSimpleRedBear_Duo_BLE.h,44,Defines a macro or constant (CHARACTERISTIC1_MAX_LEN)
#define CHARACTERISTIC2_MAX_LEN    20,src/BlynkSimpleRedBear_Duo_BLE.h,45,Defines a macro or constant (CHARACTERISTIC2_MAX_LEN)
#if !defined(NO_GLOBAL_INSTANCES) && !defined(NO_GLOBAL_BLYNK),src/BlynkSimpleRedBear_Duo_BLE.h,264,Conditional compilation - evaluates compile-time expression - !defined(NO_GLOBAL_INSTANCES) && !defined(NO_GLOBAL_BLYNK)
#else,src/BlynkSimpleRedBear_Duo_BLE.h,267,Else clause for conditional compilation
#endif,src/BlynkSimpleRedBear_Duo_BLE.h,269,Ends conditional compilation block
#include <BlynkWidgets.h>,src/BlynkSimpleRedBear_Duo_BLE.h,287,Includes the contents of a file (BlynkWidgets.h)
#endif,src/BlynkSimpleRedBear_Duo_BLE.h,289,Ends conditional compilation block
#ifndef BlynkSerialBLE_h,src/BlynkSimpleSerialBLE.h,11,Conditional compilation - evaluates compile-time expression - ndef BlynkSerialBLE_h
#define BlynkSerialBLE_h,src/BlynkSimpleSerialBLE.h,12,Defines a macro or constant (BlynkSerialBLE_h)
#ifndef BLYNK_INFO_CONNECTION,src/BlynkSimpleSerialBLE.h,14,Conditional compilation - evaluates compile-time expression - ndef BLYNK_INFO_CONNECTION
"#define BLYNK_INFO_CONNECTION ""SerialBLE""",src/BlynkSimpleSerialBLE.h,15,Defines a macro or constant (BLYNK_INFO_CONNECTION)
#endif,src/BlynkSimpleSerialBLE.h,16,Ends conditional compilation block
#define BLYNK_SEND_ATOMIC,src/BlynkSimpleSerialBLE.h,18,Defines a macro or constant (BLYNK_SEND_ATOMIC)
#define BLYNK_SEND_CHUNK      20,src/BlynkSimpleSerialBLE.h,19,Defines a macro or constant (BLYNK_SEND_CHUNK)
#define BLYNK_SEND_THROTTLE   40,src/BlynkSimpleSerialBLE.h,20,Defines a macro or constant (BLYNK_SEND_THROTTLE)
#define BLYNK_NO_INFO,src/BlynkSimpleSerialBLE.h,21,Defines a macro or constant (BLYNK_NO_INFO)
#include <Adapters/BlynkSerial.h>,src/BlynkSimpleSerialBLE.h,23,Includes the contents of a file (Adapters/BlynkSerial.h)
#if !defined(NO_GLOBAL_INSTANCES) && !defined(NO_GLOBAL_BLYNK),src/BlynkSimpleSerialBLE.h,25,Conditional compilation - evaluates compile-time expression - !defined(NO_GLOBAL_INSTANCES) && !defined(NO_GLOBAL_BLYNK)
#else,src/BlynkSimpleSerialBLE.h,28,Else clause for conditional compilation
#endif,src/BlynkSimpleSerialBLE.h,30,Ends conditional compilation block
#include <BlynkWidgets.h>,src/BlynkSimpleSerialBLE.h,32,Includes the contents of a file (BlynkWidgets.h)
#endif,src/BlynkSimpleSerialBLE.h,34,Ends conditional compilation block
#ifndef BlynkSimpleShieldEsp8266_h,src/BlynkSimpleShieldEsp8266.h,11,Conditional compilation - evaluates compile-time expression - ndef BlynkSimpleShieldEsp8266_h
#define BlynkSimpleShieldEsp8266_h,src/BlynkSimpleShieldEsp8266.h,12,Defines a macro or constant (BlynkSimpleShieldEsp8266_h)
#ifdef ESP8266,src/BlynkSimpleShieldEsp8266.h,14,Conditional compilation - evaluates compile-time expression - def ESP8266
#error This code is not intended to run on the ESP8266 platform! Please check your Tools->Board setting.,src/BlynkSimpleShieldEsp8266.h,15,Generates a compilation error with a message: This code is not intended to run on the ESP8266 platform! Please check your Tools->Board setting.
#endif,src/BlynkSimpleShieldEsp8266.h,16,Ends conditional compilation block
#ifndef BLYNK_INFO_CONNECTION,src/BlynkSimpleShieldEsp8266.h,18,Conditional compilation - evaluates compile-time expression - ndef BLYNK_INFO_CONNECTION
"#define BLYNK_INFO_CONNECTION  ""ESP8266""",src/BlynkSimpleShieldEsp8266.h,19,Defines a macro or constant (BLYNK_INFO_CONNECTION)
#endif,src/BlynkSimpleShieldEsp8266.h,20,Ends conditional compilation block
#ifndef BLYNK_ESP8266_MUX,src/BlynkSimpleShieldEsp8266.h,22,Conditional compilation - evaluates compile-time expression - ndef BLYNK_ESP8266_MUX
#define BLYNK_ESP8266_MUX  1,src/BlynkSimpleShieldEsp8266.h,23,Defines a macro or constant (BLYNK_ESP8266_MUX)
#endif,src/BlynkSimpleShieldEsp8266.h,24,Ends conditional compilation block
#define BLYNK_SEND_ATOMIC,src/BlynkSimpleShieldEsp8266.h,26,Defines a macro or constant (BLYNK_SEND_ATOMIC)
#define BLYNK_SEND_CHUNK 40,src/BlynkSimpleShieldEsp8266.h,27,Defines a macro or constant (BLYNK_SEND_CHUNK)
#include <BlynkApiArduino.h>,src/BlynkSimpleShieldEsp8266.h,29,Includes the contents of a file (BlynkApiArduino.h)
#include <Blynk/BlynkProtocol.h>,src/BlynkSimpleShieldEsp8266.h,30,Includes the contents of a file (Blynk/BlynkProtocol.h)
#include <utility/BlynkFifo.h>,src/BlynkSimpleShieldEsp8266.h,31,Includes the contents of a file (utility/BlynkFifo.h)
#include <ESP8266_Lib.h>,src/BlynkSimpleShieldEsp8266.h,32,Includes the contents of a file (ESP8266_Lib.h)
#if !defined(NO_GLOBAL_INSTANCES) && !defined(NO_GLOBAL_BLYNK),src/BlynkSimpleShieldEsp8266.h,196,Conditional compilation - evaluates compile-time expression - !defined(NO_GLOBAL_INSTANCES) && !defined(NO_GLOBAL_BLYNK)
#else,src/BlynkSimpleShieldEsp8266.h,199,Else clause for conditional compilation
#endif,src/BlynkSimpleShieldEsp8266.h,201,Ends conditional compilation block
#include <BlynkWidgets.h>,src/BlynkSimpleShieldEsp8266.h,203,Includes the contents of a file (BlynkWidgets.h)
#endif,src/BlynkSimpleShieldEsp8266.h,205,Ends conditional compilation block
#ifndef BlynkSimpleSimbleeBLE_h,src/BlynkSimpleSimbleeBLE.h,11,Conditional compilation - evaluates compile-time expression - ndef BlynkSimpleSimbleeBLE_h
#define BlynkSimpleSimbleeBLE_h,src/BlynkSimpleSimbleeBLE.h,12,Defines a macro or constant (BlynkSimpleSimbleeBLE_h)
#ifndef BLYNK_INFO_CONNECTION,src/BlynkSimpleSimbleeBLE.h,14,Conditional compilation - evaluates compile-time expression - ndef BLYNK_INFO_CONNECTION
"#define BLYNK_INFO_CONNECTION ""SimbleeBLE""",src/BlynkSimpleSimbleeBLE.h,15,Defines a macro or constant (BLYNK_INFO_CONNECTION)
#endif,src/BlynkSimpleSimbleeBLE.h,16,Ends conditional compilation block
#define BLYNK_SEND_ATOMIC,src/BlynkSimpleSimbleeBLE.h,18,Defines a macro or constant (BLYNK_SEND_ATOMIC)
#define BLYNK_SEND_CHUNK 20,src/BlynkSimpleSimbleeBLE.h,19,Defines a macro or constant (BLYNK_SEND_CHUNK)
#include <BlynkApiArduino.h>,src/BlynkSimpleSimbleeBLE.h,22,Includes the contents of a file (BlynkApiArduino.h)
#include <Blynk/BlynkProtocol.h>,src/BlynkSimpleSimbleeBLE.h,23,Includes the contents of a file (Blynk/BlynkProtocol.h)
#include <utility/BlynkFifo.h>,src/BlynkSimpleSimbleeBLE.h,24,Includes the contents of a file (utility/BlynkFifo.h)
#include <SimbleeBLE.h>,src/BlynkSimpleSimbleeBLE.h,25,Includes the contents of a file (SimbleeBLE.h)
#if !defined(NO_GLOBAL_INSTANCES) && !defined(NO_GLOBAL_BLYNK),src/BlynkSimpleSimbleeBLE.h,120,Conditional compilation - evaluates compile-time expression - !defined(NO_GLOBAL_INSTANCES) && !defined(NO_GLOBAL_BLYNK)
#else,src/BlynkSimpleSimbleeBLE.h,123,Else clause for conditional compilation
#endif,src/BlynkSimpleSimbleeBLE.h,125,Ends conditional compilation block
#include <BlynkWidgets.h>,src/BlynkSimpleSimbleeBLE.h,144,Includes the contents of a file (BlynkWidgets.h)
#endif,src/BlynkSimpleSimbleeBLE.h,146,Ends conditional compilation block
#ifndef BlynkSimpleStream_h,src/BlynkSimpleStream.h,11,Conditional compilation - evaluates compile-time expression - ndef BlynkSimpleStream_h
#define BlynkSimpleStream_h,src/BlynkSimpleStream.h,12,Defines a macro or constant (BlynkSimpleStream_h)
#ifndef BLYNK_INFO_CONNECTION,src/BlynkSimpleStream.h,14,Conditional compilation - evaluates compile-time expression - ndef BLYNK_INFO_CONNECTION
"#define BLYNK_INFO_CONNECTION ""Stream""",src/BlynkSimpleStream.h,15,Defines a macro or constant (BLYNK_INFO_CONNECTION)
#endif,src/BlynkSimpleStream.h,16,Ends conditional compilation block
#include <Adapters/BlynkSerial.h>,src/BlynkSimpleStream.h,18,Includes the contents of a file (Adapters/BlynkSerial.h)
#if !defined(NO_GLOBAL_INSTANCES) && !defined(NO_GLOBAL_BLYNK),src/BlynkSimpleStream.h,20,Conditional compilation - evaluates compile-time expression - !defined(NO_GLOBAL_INSTANCES) && !defined(NO_GLOBAL_BLYNK)
#else,src/BlynkSimpleStream.h,23,Else clause for conditional compilation
#endif,src/BlynkSimpleStream.h,25,Ends conditional compilation block
#include <BlynkWidgets.h>,src/BlynkSimpleStream.h,27,Includes the contents of a file (BlynkWidgets.h)
#endif,src/BlynkSimpleStream.h,29,Ends conditional compilation block
#ifndef BlynkSimpleTinyDuino_h,src/BlynkSimpleTinyDuino.h,10,Conditional compilation - evaluates compile-time expression - ndef BlynkSimpleTinyDuino_h
#define BlynkSimpleTinyDuino_h,src/BlynkSimpleTinyDuino.h,11,Defines a macro or constant (BlynkSimpleTinyDuino_h)
#ifndef BLYNK_INFO_DEVICE,src/BlynkSimpleTinyDuino.h,13,Conditional compilation - evaluates compile-time expression - ndef BLYNK_INFO_DEVICE
"#define BLYNK_INFO_DEVICE  ""TinyDuino""",src/BlynkSimpleTinyDuino.h,14,Defines a macro or constant (BLYNK_INFO_DEVICE)
#endif,src/BlynkSimpleTinyDuino.h,15,Ends conditional compilation block
#include <Adapters/BlynkCC3000.h>,src/BlynkSimpleTinyDuino.h,17,Includes the contents of a file (Adapters/BlynkCC3000.h)
#include <Adafruit_CC3000.h>,src/BlynkSimpleTinyDuino.h,18,Includes the contents of a file (Adafruit_CC3000.h)
#define ADAFRUIT_CC3000_IRQ  2,src/BlynkSimpleTinyDuino.h,21,Defines a macro or constant (ADAFRUIT_CC3000_IRQ)
#define ADAFRUIT_CC3000_VBAT A3,src/BlynkSimpleTinyDuino.h,22,Defines a macro or constant (ADAFRUIT_CC3000_VBAT)
#define ADAFRUIT_CC3000_CS   8,src/BlynkSimpleTinyDuino.h,23,Defines a macro or constant (ADAFRUIT_CC3000_CS)
#if !defined(NO_GLOBAL_INSTANCES) && !defined(NO_GLOBAL_BLYNK),src/BlynkSimpleTinyDuino.h,28,Conditional compilation - evaluates compile-time expression - !defined(NO_GLOBAL_INSTANCES) && !defined(NO_GLOBAL_BLYNK)
#else,src/BlynkSimpleTinyDuino.h,31,Else clause for conditional compilation
#endif,src/BlynkSimpleTinyDuino.h,33,Ends conditional compilation block
#include <BlynkWidgets.h>,src/BlynkSimpleTinyDuino.h,36,Includes the contents of a file (BlynkWidgets.h)
#endif,src/BlynkSimpleTinyDuino.h,38,Ends conditional compilation block
#ifndef BlynkSimpleTinyGSM_h,src/BlynkSimpleTinyGSM.h,11,Conditional compilation - evaluates compile-time expression - ndef BlynkSimpleTinyGSM_h
#define BlynkSimpleTinyGSM_h,src/BlynkSimpleTinyGSM.h,12,Defines a macro or constant (BlynkSimpleTinyGSM_h)
#include <Adapters/BlynkGsmClient.h>,src/BlynkSimpleTinyGSM.h,14,Includes the contents of a file (Adapters/BlynkGsmClient.h)
#if !defined(NO_GLOBAL_INSTANCES) && !defined(NO_GLOBAL_BLYNK),src/BlynkSimpleTinyGSM.h,16,Conditional compilation - evaluates compile-time expression - !defined(NO_GLOBAL_INSTANCES) && !defined(NO_GLOBAL_BLYNK)
#else,src/BlynkSimpleTinyGSM.h,19,Else clause for conditional compilation
#endif,src/BlynkSimpleTinyGSM.h,21,Ends conditional compilation block
#include <BlynkWidgets.h>,src/BlynkSimpleTinyGSM.h,23,Includes the contents of a file (BlynkWidgets.h)
#endif,src/BlynkSimpleTinyGSM.h,25,Ends conditional compilation block
#ifndef BlynkSimpleUipEthernet_h,src/BlynkSimpleUIPEthernet.h,11,Conditional compilation - evaluates compile-time expression - ndef BlynkSimpleUipEthernet_h
#define BlynkSimpleUipEthernet_h,src/BlynkSimpleUIPEthernet.h,12,Defines a macro or constant (BlynkSimpleUipEthernet_h)
"#error ""BlynkSimpleUipEthernet.h is deprecated. Please use BlynkSimpleEthernetENC.h""",src/BlynkSimpleUIPEthernet.h,14,"Generates a compilation error with a message: ""BlynkSimpleUipEthernet.h is deprecated. Please use BlynkSimpleEthernetENC.h"""
#endif,src/BlynkSimpleUIPEthernet.h,16,Ends conditional compilation block
#ifndef BlynkSimpleWiFiLink_h,src/BlynkSimpleWiFiLink.h,10,Conditional compilation - evaluates compile-time expression - ndef BlynkSimpleWiFiLink_h
#define BlynkSimpleWiFiLink_h,src/BlynkSimpleWiFiLink.h,11,Defines a macro or constant (BlynkSimpleWiFiLink_h)
#ifndef BLYNK_INFO_CONNECTION,src/BlynkSimpleWiFiLink.h,13,Conditional compilation - evaluates compile-time expression - ndef BLYNK_INFO_CONNECTION
"#define BLYNK_INFO_CONNECTION  ""WiFiLink""",src/BlynkSimpleWiFiLink.h,14,Defines a macro or constant (BLYNK_INFO_CONNECTION)
#endif,src/BlynkSimpleWiFiLink.h,15,Ends conditional compilation block
#define BLYNK_SEND_ATOMIC,src/BlynkSimpleWiFiLink.h,17,Defines a macro or constant (BLYNK_SEND_ATOMIC)
#define BLYNK_SEND_CHUNK 64,src/BlynkSimpleWiFiLink.h,18,Defines a macro or constant (BLYNK_SEND_CHUNK)
#include <WiFiLink.h>,src/BlynkSimpleWiFiLink.h,20,Includes the contents of a file (WiFiLink.h)
#include <Adapters/BlynkWiFiCommon.h>,src/BlynkSimpleWiFiLink.h,21,Includes the contents of a file (Adapters/BlynkWiFiCommon.h)
#if !defined(NO_GLOBAL_INSTANCES) && !defined(NO_GLOBAL_BLYNK),src/BlynkSimpleWiFiLink.h,23,Conditional compilation - evaluates compile-time expression - !defined(NO_GLOBAL_INSTANCES) && !defined(NO_GLOBAL_BLYNK)
#else,src/BlynkSimpleWiFiLink.h,27,Else clause for conditional compilation
#endif,src/BlynkSimpleWiFiLink.h,29,Ends conditional compilation block
#include <BlynkWidgets.h>,src/BlynkSimpleWiFiLink.h,31,Includes the contents of a file (BlynkWidgets.h)
#endif,src/BlynkSimpleWiFiLink.h,33,Ends conditional compilation block
#ifndef BlynkSimpleWiFiNINA_h,src/BlynkSimpleWiFiNINA.h,11,Conditional compilation - evaluates compile-time expression - ndef BlynkSimpleWiFiNINA_h
#define BlynkSimpleWiFiNINA_h,src/BlynkSimpleWiFiNINA.h,12,Defines a macro or constant (BlynkSimpleWiFiNINA_h)
#ifndef BLYNK_INFO_CONNECTION,src/BlynkSimpleWiFiNINA.h,14,Conditional compilation - evaluates compile-time expression - ndef BLYNK_INFO_CONNECTION
"#define BLYNK_INFO_CONNECTION  ""WiFiNINA""",src/BlynkSimpleWiFiNINA.h,15,Defines a macro or constant (BLYNK_INFO_CONNECTION)
#endif,src/BlynkSimpleWiFiNINA.h,16,Ends conditional compilation block
#define BLYNK_SEND_ATOMIC,src/BlynkSimpleWiFiNINA.h,18,Defines a macro or constant (BLYNK_SEND_ATOMIC)
#include <WiFiNINA.h>,src/BlynkSimpleWiFiNINA.h,21,Includes the contents of a file (WiFiNINA.h)
#include <Adapters/BlynkWiFiCommon.h>,src/BlynkSimpleWiFiNINA.h,22,Includes the contents of a file (Adapters/BlynkWiFiCommon.h)
#if !defined(NO_GLOBAL_INSTANCES) && !defined(NO_GLOBAL_BLYNK),src/BlynkSimpleWiFiNINA.h,27,Conditional compilation - evaluates compile-time expression - !defined(NO_GLOBAL_INSTANCES) && !defined(NO_GLOBAL_BLYNK)
